timestamp,cpu_usage,memory_usage,disk_io,network_in,network_out,db_queries,db_latency,app_errors,response_time,active_users
2025-01-01 00:00:00,55.05208200191755,35.83644183880591,24.862597637641944,19.796225475151168,22.0528991019509,119.91888796693658,6.942039960377237,2.4248452468942467,119.68210474441402,441.1224687211452
2025-01-01 00:05:00,42.99489055777228,42.54440836055271,28.80275000049732,28.97652982880412,10.95910991948116,48.764157305032576,4.300685129857792,1.4818217999920213,133.84453202656945,385.9395153174735
2025-01-01 00:10:00,50.75695674452418,38.27219937369938,22.11440045575559,19.956845096329822,19.768088459708245,140.01178227378188,4.799571663717357,2.407843103997947,265.4165512617262,547.382903814097
2025-01-01 00:15:00,53.16599771850853,39.24385478516547,23.6765429615613,27.456219787347308,16.797400395841755,84.13138558036292,7.769680176208726,1.7130538689258201,188.61863432937673,673.1318385477059
2025-01-01 00:20:00,48.20011298115529,33.35407257630001,24.52694679002936,22.42503855883676,5.285590997082192,86.01296459693353,6.188545818738,2.663549726955134,179.4864473893649,384.9999481910983
2025-01-01 00:25:00,55.31325638379913,38.092926278767635,24.924427337871737,22.611993902270125,8.589515601088756,127.11143722816416,7.500590814148623,3.2455756672132825,197.69725313718934,438.4998181333033
2025-01-01 00:30:00,51.73165630456406,45.12917584809986,26.59306245715494,26.48335793421981,24.733500242536355,90.8379563861559,6.551340758986796,1.6341964922360754,240.10776566457923,336.3038659986711
2025-01-01 00:35:00,54.001190939442,39.36586721756179,28.3987880815784,16.09755708169605,22.670550843977185,44.22203122810821,5.4566568079450875,3.274524224919848,257.0314360713241,360.1606149994284
2025-01-01 00:40:00,52.933789190778775,40.99234069986536,25.489342362101127,18.879871898232423,7.834244212947002,114.01310871693374,1.8159791890446773,1.5815605056551132,228.0542064162948,475.3650467733309
2025-01-01 00:45:00,50.52643407918963,38.12602273629385,23.737955210017848,17.256886587349015,12.351134423931528,102.99504965974477,5.195477772859752,2.2298912667159625,211.853075009229,623.6126599672192
2025-01-01 00:50:00,47.82358094666668,41.7498003454555,28.71208624339191,27.24958127041333,18.180834141149845,91.74422009205279,4.718938383373545,1.6105516636231902,293.65652747988554,498.3699653120391
2025-01-01 00:55:00,53.229582717354134,40.724101826192005,25.954214665523242,23.578713714444046,14.636983194388849,116.29149620036658,6.803856135941597,0.045261452843632366,169.0548038508878,458.25195291952963
2025-01-01 01:00:00,58.17746430939505,42.81211579268712,27.992348440173934,35.06549162662472,8.950212485050919,91.10725538550953,3.8820548412906057,2.3438420414089727,74.20585597476827,560.6169156523227
2025-01-01 01:05:00,51.73670011564446,38.302848821565874,29.33923216010043,21.985408293093183,11.062039930309094,35.6614832714702,6.177495360227659,1.115750358810089,214.622093422175,674.5269533088533
2025-01-01 01:10:00,61.82117670119699,37.4737566392718,29.006293962576418,16.809077510331782,16.6406183626246,82.01090462240869,4.797605479650776,1.3152770564398197,122.64463651816943,412.1831448545024
2025-01-01 01:15:00,51.480751062376015,41.390288973013476,26.432450020419118,23.45138743137696,13.567936854939704,98.42471320059276,7.757948000484811,1.6610491973206214,287.9135466039065,504.17696605389193
2025-01-01 01:20:00,48.98944989556172,45.53325235302135,25.459245698606857,28.797272513720422,18.345781488331408,101.34136960965509,4.001683240512397,1.574015556833844,311.6992635937281,561.7307875203941
2025-01-01 01:25:00,52.7556322604781,46.59414286936903,26.06594761944555,18.152930991034697,12.141016464451079,115.21358765840041,4.779899489555736,2.0711917972776206,220.0858741701658,617.734898215185
2025-01-01 01:30:00,57.00264746347719,47.32077505258648,21.361197977554966,27.401091058091403,20.089522038174962,94.56298774336186,3.179866370310072,3.7233302950855967,174.63257133997482,562.0126733497998
2025-01-01 01:35:00,51.844732936728725,43.554960630061714,24.089925003541037,9.578867178534098,10.32974312064663,120.27527925965731,6.16299524249183,1.6981321255541035,258.96976893600794,452.2885934636915
2025-01-01 01:40:00,46.59028464840488,47.15368329563945,25.065402398899092,23.986428818942233,20.093961520670568,94.86060019527916,3.4047869859863735,4.956486296073779,160.94082409886528,618.1691515104012
2025-01-01 01:45:00,51.595809941106616,46.02266495621602,27.349797530725283,17.820856078499574,23.973336219855266,132.11729941882106,2.7735266644404333,2.749659080023701,204.08327092592026,586.4643896163209
2025-01-01 01:50:00,57.84758266747306,41.35650179968217,27.059477656261237,19.643410656657366,19.545418909139446,112.72024505686804,6.967186382917509,1.0588085491564305,244.50927338086947,392.02566521057526
2025-01-01 01:55:00,51.607411416783236,46.90820788080732,25.803990038224043,10.126263860710395,20.380945175466398,93.06234348382957,4.867140058702046,1.9216023844227954,190.72343866097552,440.1405758414092
2025-01-01 02:00:00,47.39807985072531,44.653457181689795,30.08645155042773,9.294973175146461,11.084203334466723,112.91519358191204,5.890152506824455,3.286199940127373,198.03434270642106,378.17194440149433
2025-01-01 02:05:00,52.2752846952756,47.1397464555952,24.80766907069332,14.273484512061739,22.99745812156594,92.00192936783911,4.646224209119935,1.041037480198634,178.77688082791954,410.38660061611415
2025-01-01 02:10:00,55.16960160803594,43.64568232577346,24.414193152247712,14.659333144292019,23.419448739820915,65.37001767731849,8.078942838301058,0.00279395697318785,244.29839023355012,374.64123886946993
2025-01-01 02:15:00,55.01085567741896,44.008287284579325,28.618367260127307,26.348004914628447,20.43437423610879,71.72636768407602,0.7720079176845722,2.2236257065484706,193.64462280816468,661.7361707433681
2025-01-01 02:20:00,48.635173991182626,41.897487182496256,30.5017557157217,15.978805169121355,25.879783125786883,59.368961061446,6.084428751554631,3.2445261832049805,177.51043012379364,460.45848367431785
2025-01-01 02:25:00,58.153385068965456,48.55550620313465,28.793658376998085,15.247667648189438,15.553166629157701,118.02863645830142,3.21958103696015,3.74822092259153,355.1458661194382,487.71079824603106
2025-01-01 02:30:00,48.930386990393764,41.24857829142199,27.273849696292864,21.59691229206922,7.279224322367426,116.10508475190504,6.111168216938845,3.4150634199962377,78.4441004717791,517.7049203088848
2025-01-01 02:35:00,54.895288999270726,46.488878314366936,32.031516969715554,24.462048963673432,20.49059774515483,181.43171249816157,4.409893859968692,4.109017541737817,184.1015087618253,391.3032715550959
2025-01-01 02:40:00,56.890583350760615,43.6774462540618,29.594764135007626,25.320842341423305,21.908671710011877,112.00957713944568,4.408263291602271,1.8617922014085364,262.4529904517982,494.6759923970377
2025-01-01 02:45:00,56.05424855624002,48.14917656360113,28.03280237245004,24.14077956889566,18.12032912689223,119.61246746704913,6.5829348757680775,0.5898553188519653,178.76182019938943,553.4307159403714
2025-01-01 02:50:00,63.40048899838476,43.47646324956126,28.391379562362058,23.9481736765581,14.410437337225192,63.572315738896506,3.581034232330614,3.93545288223105,191.18426124673184,519.4916737314787
2025-01-01 02:55:00,51.97405722135648,50.54850356953147,29.910767669953916,16.915539964852456,8.252206496558594,104.492656604213,5.904309186375697,0.8876300198215332,135.56189961283292,628.4133971658891
2025-01-01 03:00:00,57.18497810362383,46.53732082217584,27.613054654874656,20.34221507070312,25.3571691800652,52.80779250578949,4.518006052837113,2.9318864964351428,259.94444646353685,375.6447148177699
2025-01-01 03:05:00,52.604029875200375,45.039507941864215,29.706123033304156,21.054398102855345,18.877622709137306,122.0293011570366,3.4552545987272882,3.6146311465938004,257.3953781369384,544.0968153713696
2025-01-01 03:10:00,53.80121580265131,44.548139086586446,26.671576551133686,10.076130887614704,15.727291193451741,147.90209858529437,5.539867354476991,2.202029930778145,196.2690080717331,400.9219499386826
2025-01-01 03:15:00,58.24864630658808,46.32234002886738,28.146974272358094,27.1943048621893,28.87974286682334,120.43965291640166,3.8368307249106177,0.8817677145994276,185.33226638168532,528.8452278357881
2025-01-01 03:20:00,54.68191788448089,45.67957239007146,28.599452436502457,11.434764742471447,14.359764755541846,86.8616795433092,5.955287155649299,2.96100197099129,174.134130342839,492.49394777899414
2025-01-01 03:25:00,51.443747653371574,45.61693376607573,28.96287054492357,20.531683455939177,21.576093164157154,89.75378679505587,5.36815094902869,2.7416756702814804,101.31272969290795,503.63134368854116
2025-01-01 03:30:00,67.68651283763089,41.46637249994032,29.455315967602736,25.990303961247534,20.174209521644677,105.06255039921554,2.970833395111754,2.731112167981135,201.53086807967927,494.9602210815318
2025-01-01 03:35:00,43.87799854286838,46.95928074877995,28.379565004358057,21.10473149055912,17.97031075732742,54.30291225295916,2.4685078020180997,1.871522532869758,242.2870405657183,574.9396920734795
2025-01-01 03:40:00,58.079251392796834,48.250634846784926,28.475705274848902,22.184312036233678,19.063879441205962,75.99076384212655,0.9040695156402121,4.538116309187295,169.08979934625938,710.9372336427145
2025-01-01 03:45:00,55.13710044782549,47.84509083249677,30.38302775182082,26.096775762772182,10.693484211116555,55.74339605151492,2.6390036099243943,2.016922385365529,176.47589029211048,422.4739772655309
2025-01-01 03:50:00,65.3998869421953,47.46533752317512,29.453310448296246,14.808772758811376,4.49468100014553,108.78862951648775,10.084198498617788,3.359347801148146,320.83723426583043,435.97040825486994
2025-01-01 03:55:00,50.54775811194552,43.919157206634814,26.45047318157954,13.561427162605094,19.414630096307405,124.3671137050269,4.40896592192882,3.038122986378811,218.24592753442016,501.43537401323823
2025-01-01 04:00:00,58.360602029023354,45.32983966276643,30.121094249580242,18.65995472725581,14.59775950396211,98.76862542189687,4.479025145688359,1.484684438327748,231.18777598251532,461.66180651267337
2025-01-01 04:05:00,56.019966625078396,46.188272977970385,30.072294966233116,18.45052725478716,19.687039971830046,114.07178308075096,6.415568898130643,1.930286991011765,181.18108585905895,527.9543875962307
2025-01-01 04:10:00,57.66135317257414,49.627255280233534,30.623874861832373,18.67631952864377,8.901894626878423,114.19850107787697,1.2813094564108938,2.442567131856753,185.55968035115708,490.7243499863275
2025-01-01 04:15:00,55.72096016086325,44.86761829688735,29.216721347058666,24.920901943734865,9.407078630606238,66.796153470192,3.147779870986109,1.6233520198286429,224.88532577955286,523.664235494326
2025-01-01 04:20:00,52.192970780556344,46.200607739252355,33.353379281421084,12.73810128389075,16.824615474809672,76.25179484270458,7.730114624511402,1.5317752640115134,159.7145778828625,564.311714850383
2025-01-01 04:25:00,65.79055933704878,51.51122189505104,29.91866774327354,21.293897486027806,16.719109731489993,168.87319095784858,7.101121184977741,2.071892701998222,244.39990555689116,532.5093154477486
2025-01-01 04:30:00,57.75907586484766,52.37209338966166,27.397461967298632,19.41157333008311,13.568484617376754,92.44182964085333,7.199506205641137,2.6026032733160247,217.73492115966252,377.78092624035725
2025-01-01 04:35:00,58.092548801750276,47.99316224479646,30.60074179425551,15.156181713255826,21.544557319155537,85.6686133352502,3.335910743962055,1.851039387635764,205.28204905780305,674.4286391118037
2025-01-01 04:40:00,58.22464360763703,41.495751794584784,26.836592435635037,22.894060712071965,17.804735570836662,94.13596044860942,7.661928376217954,2.6425435686792516,102.3161503265996,497.9871997663417
2025-01-01 04:45:00,60.834073159114844,49.79839792538037,28.939267370536143,21.19956113253224,36.33949188969446,93.62203581756994,2.468827831690821,3.3894780894684398,227.60763898927027,643.9497484279572
2025-01-01 04:50:00,65.3835185123974,46.88488833093122,29.78086559878387,20.18370106300483,17.667628170110856,92.64791096096492,5.385593944579166,2.1933949066117666,226.11904373346744,590.6611299085424
